publish_date,headline_text,is_kashmir,is_pakistan
20040317,Pak Bus hits a roadblock,FALSE,TRUE
20040317,Advani-Hurriyat talks on March 27,TRUE,FALSE
20040317,US interests in Pak not defined by Indo-Pak ties: Powell,FALSE,TRUE
20040317,Osama hunt: Pak army kill 24 al-Qaeda men,FALSE,TRUE
20040318,Pak hospitality bowls these fans over,FALSE,TRUE
20040318,JD (U) leader shot dead in J&K,TRUE,FALSE
20040318,Ally badge for Pak; India shocked,FALSE,TRUE
20040319,Visas to Pakistan from today,FALSE,TRUE
20040319,Powell's gift to Pak symbolic,FALSE,TRUE
20040319,US to write-off Pak's $ 460 mn debt,FALSE,TRUE
20040319,Pak status won't affect ties with India: US,FALSE,TRUE
20040319,Cost of Pak's gift: Deliver Osama,FALSE,TRUE
20040320,Request to give allow Sikhs in Pakistan,FALSE,TRUE
20040320,Indian docs ready to feel Pak pulse,FALSE,TRUE
20040320,Hurriyat executive meeting begins in Srinagar,TRUE,FALSE
20040320,Two Army personnel killed in J&K blast,TRUE,FALSE
20040321,BJP's LoC: Only shalom; no venom,TRUE,FALSE
20040321,No US involvment in Wana: Pakistan,FALSE,TRUE
20040321,Pak's Osama ruse duped US,FALSE,TRUE
20040322,31 Indians languish in Pak jails,FALSE,TRUE
20040322,2nd Cricket Special train leaves for Pak,FALSE,TRUE
20040322,Army gunning for RR growth in J&K,TRUE,FALSE
20040322,Hurriyat to raise rights violations during talks,TRUE,FALSE
20040322,Documents confirm Pak aid to Taliban,FALSE,TRUE
20040323,Mobile wars for roaming in Pakistan,FALSE,TRUE
20040323,Families wait for loved ones in Pak jails,FALSE,TRUE
20040323,Fans off to Pak for last ODI,FALSE,TRUE
20040323,RSS for scrapping J&K bill on women,TRUE,FALSE
20040323,Zia's son inducted into Pak cabinet,FALSE,TRUE
20040324,Swaminarayan leader floats 'Rashtriya Janmangal Paksh',FALSE,TRUE
20040324,Husbands ready for Pak brides' bouncers,FALSE,TRUE
20040324,High level BSF delegation leaves for Pak,FALSE,TRUE
20040324,High-level BSF team leaves for Pakistan,FALSE,TRUE
20040324,Fans leave for Pak hours before match,FALSE,TRUE
20040324,Girl killed; mother injured in J&K blast,TRUE,FALSE
20040324,US army general visits Kashmir,TRUE,FALSE
20040324,Jaish leader; 5 others killed in Kashmir,TRUE,FALSE
20040324,UK envoy meets Hurriyat leaders,TRUE,FALSE
20040324,CEC; poll team to visit Kashmir on April 1,TRUE,FALSE
20040324,US backing up Pak's Qaeda hunt,FALSE,TRUE
20040325,Cricket is first step towards Indo-Pak friendship,FALSE,TRUE
20040325,Mumbaikars flock to Kashmir Valley,TRUE,FALSE
20040325,Pak offers airbases; gives landing rights to US forces,FALSE,TRUE
20040325,Pak army was midwife to Taliban',FALSE,TRUE
20040325,US rewards Pak some more; sanctions go,FALSE,TRUE
20040326,Advani slams US' concession to Pakistan,FALSE,TRUE
20040326,Vajpayee; Advani harp on Indo-Pak peace,FALSE,TRUE
20040326,J&K migrants to vote from Delhi,TRUE,FALSE
20040326,Visually-challenged cricketers recall Pak hospitality,FALSE,TRUE
20040326,LoC may be fenced by end-May,TRUE,FALSE
20040326,Army in J&K grow more muscles,TRUE,FALSE
20040326,Centre tries to salvage talks with Hurriyat,TRUE,FALSE
20040326,Last call' to Pak: All issues be resolved,FALSE,TRUE
20040326,US mulls over supplying more helicopters to Pak,FALSE,TRUE
20040327,Last call': PM asks Pak to resolve issues,FALSE,TRUE
20040327,Kashmir: Frozen turbulence?,TRUE,FALSE
20040327,Open N-plants to inspection; Islamabad told,FALSE,TRUE
20040327,Musharraf pledges to 'eliminate' al-Qaeda,FALSE,TRUE
20040327,US may give Pak F-16s; copters,FALSE,TRUE
20040328,Hurriyat softens after Advani accepts terms,TRUE,FALSE
20040328,India friend of Pak but foe of terror',FALSE,TRUE
20040328,Hurriyat represents popular will: Advani,TRUE,FALSE
20040328,Knowing Pak for real: Cricket wins where others failed,FALSE,TRUE
20040329,Can Karachi upstage Kashmir as tourist destination?,TRUE,FALSE
20040329,J&K Resident Bill will be passed',TRUE,FALSE
20040329,Pak leaders meet Brajesh,FALSE,TRUE
20040329,IAEA won't be allowed to inspect N-sites',FALSE,TRUE
20040330,Men in Saffron on goodwill tour of Pak,FALSE,TRUE
20040330,Qaeda spy chief killed',FALSE,TRUE
20040331,Hurriyat may get its wish,TRUE,FALSE
20040331,J&K peace blurs the 370 idea,TRUE,FALSE
20040331,Three injured in Kashmir grenade blast,TRUE,FALSE
20040331,Granting MNNA status to Pak could impact Indo-Pak ties',FALSE,TRUE
20040401,Indian; Pak Rotary Clubs sign pact,FALSE,TRUE
20040401,Pak denies deadline on Kashmir,TRUE,TRUE
20040402,PM to visit J&K; EC begins 3-day tour,TRUE,FALSE
20040402,Two IAF Jaguars go missing near LoC,TRUE,FALSE
20040402,Pak draws flak from NGOs at the UN conference,FALSE,TRUE
20040402,US wants to strengthen Pak's institutions: Powell,FALSE,TRUE
20040403,Nehra off to Pak to add sting to attack,FALSE,TRUE
20040403,Fast pitches won't help Pak',FALSE,TRUE
20040403,Giving the Pak team a Surti spin,FALSE,TRUE
20040403,Wreckage of missing Jaguars found in J&K,TRUE,FALSE
20040403,First ever Indo-Pak 'Heart Summit' in Amritsar,FALSE,TRUE
20040403,Hijack alert from Pak ATC,FALSE,TRUE
20040403,US dithers on Pak ally status,FALSE,TRUE
20040404,Tata Motors mulls driving to Pakistan,FALSE,TRUE
20040404,Pepsi takes swipe at Pak team,FALSE,TRUE
20040404,Cricket plays Mr peacemaker to Indo-Pak ties,FALSE,TRUE
20040404,Indians eyeing first-ever Test series win in Pak,FALSE,TRUE
20040404,Missing Indian players worry Pak,FALSE,TRUE
20040404,Sourav should have stayed in Pak,FALSE,TRUE
20040404,Ganguly may return to Pakistan on Wednesday,FALSE,TRUE
20040404,Pakistan will go for broke,FALSE,TRUE
20040404,The Ex-Men: Back in Pak,FALSE,TRUE
20040404,Hindu-Muslim ties affected by wars with Pak: Advani,FALSE,TRUE
20040405,Human trafficking crosses 'LoC',TRUE,FALSE
20040405,The ex-men: Back in Pak,FALSE,TRUE
20040405,Pak wants nuke talks in May,FALSE,TRUE
20040405,UAE freezes assets of Lankan firm linked to Pak N-leaks,FALSE,TRUE
20040406,Sikh pilgrims to celebrate Baisakhi in Pakistan,FALSE,TRUE
20040406,Cong faces Pak-like rout',FALSE,TRUE
20040406,Pakistan wipe off deficit as India struggle,FALSE,TRUE
20040406,Cracks appear in Pak team,FALSE,TRUE
20040406,Pak team's back to the future,FALSE,TRUE
20040406,Pak delegation to observe poll process,FALSE,TRUE
20040406,NDA treads safe - from Ayodhya to Kashmir,TRUE,FALSE
20040406,Tons by Inzy; Farhat power Pak to 355/3,FALSE,TRUE
20040406,Pak overwhelmed me: Priyanka,FALSE,TRUE
20040406,Day II: Pak In Command,FALSE,TRUE
20040406,Pak stun India for football title,FALSE,TRUE
20040407,Akram criticises Pak pacers,FALSE,TRUE
20040407,Pak pacers are cheats: Qadir,FALSE,TRUE
20040407,Indo-Pak bus service talks deferred,FALSE,TRUE
20040407,US rules out possiblity of 'stepping in' to Pak,FALSE,TRUE
20040408,Gul's eye: Pakistan make it 1-1,FALSE,TRUE
20040408,Forces on high alert ahead of PM's J&K visit,TRUE,FALSE
20040408,Boycott call not to affect talks with Hurriyat,TRUE,FALSE
20040408,Kashmir bus talks postponed,TRUE,FALSE
20040408,WTO throws out EU trade sops for Pak,FALSE,TRUE
20040408,PM condemns Kashmir blast,TRUE,FALSE
20040408,Pakistan rediscovered in Lahore,FALSE,TRUE
20040408,Pak rediscover touch,FALSE,TRUE
20040408,Pak medal winner beaten by cops,FALSE,TRUE
20040409,Indo-Pak wars to come alive on stage,FALSE,TRUE
20040409,England; India and Pak all eye third in Test table,FALSE,TRUE
20040409,Pak had edge thanks to Dravid',FALSE,TRUE
20040409,Pak media slams Dravid's decision,FALSE,TRUE
20040409,England join Pak; India in race for third spot,FALSE,TRUE
20040409,Election nightmare coming true in J&K,TRUE,FALSE
20040409,US looks to India; Pak for new UN force,FALSE,TRUE
20040410,Indo-Pak cricket takes duty-free shopping to a high,FALSE,TRUE
20040410,CEC okays arrangements in J&K,TRUE,FALSE
20040411,Warmth of city makes young Pak visitors glow,FALSE,TRUE
20040411,Congress-PDF rift widens in J&K,TRUE,FALSE
20040411,Former Rumsfeld aide slams US-Pak alliance,FALSE,TRUE
20040412,Kashmiris fear more attacks,TRUE,FALSE
20040413,Kashmir gets a taste of realpolitik,TRUE,FALSE
20040414,I'm here for Indo-Pak ties: Nandita,FALSE,TRUE
20040414,Indian music videos not real: Pak director,FALSE,TRUE
20040414,EC rejects poll papers of Pakistani national,FALSE,TRUE
20040414,US working with Pak to dismantle Khan's network,FALSE,TRUE
20040415,Pak boy with Indian 'vision',FALSE,TRUE
20040415,Rocket attack in Peshwar,FALSE,TRUE
20040415,US; Pak discuss 'situation in the region',FALSE,TRUE
20040416,Air-Sahara ready to fly to J&K,TRUE,FALSE
20040416,Only 15 Pak gurdwaras have Granth Sahib,FALSE,TRUE
20040416,Feel-good mantra popular in Pak',FALSE,TRUE
20040416,Three youths stranded in Pak back,FALSE,TRUE
20040416,Kudos to Pak for anti-terror fight: US,FALSE,TRUE
20040417,Navjot Sidhu arrives from Pakistan,FALSE,TRUE
20040418,Pak condemns killing of Rantisi by Israel,FALSE,TRUE
20040418,Pak condemns killing of Rantisi,FALSE,TRUE
20040418,Pak: nuclear leak suspects detained,FALSE,TRUE
20040419,Farooq willing to work with Hurriyat,TRUE,FALSE
20040420,Parties LoCk in on patriotic movies,TRUE,FALSE
20040420,Hurriyat is known for boycott calls',TRUE,FALSE
20040420,Terrorists attack polling booths in J&K; 2 dead,TRUE,FALSE
20040421,Poverty main issue before India; Pakistan',FALSE,TRUE
20040422,Peacenik biker wants to win hearts in Pak,FALSE,TRUE
20040422,Peace with Pak proves BJP not communal: PM,FALSE,TRUE
20040423,Pak ties show BJP not communal',FALSE,TRUE
20040423,Militants attack NC vehicle in J&K; 5 injured,TRUE,FALSE
20040423,Kalam to visit LoC on May 3,TRUE,FALSE
20040424,Focus on N-E; not just Kashmir: Experts,TRUE,FALSE
20040424,Hurriyat talks: 3rd round in June,TRUE,FALSE
20040424,LoC-divided families to meet on May 22,TRUE,FALSE
20040424,Child killed in blast in J&K,TRUE,FALSE
20040424,Sino-Pak ties will usher peace in Asia: Hu Jintao,FALSE,TRUE
20040425,PM rules out talks to groups other than Hurriyat,TRUE,FALSE
20040425,EU parliament wants data on Pak nuke test,FALSE,TRUE
20040426,A Pakistan book with a difference,FALSE,TRUE
20040426,Padgaonkar; Akbar quit Kashmir panel,TRUE,FALSE
20040426,Kalam to visit LoC now,TRUE,FALSE
20040426,Pakistan forces illegally sold land: Report,FALSE,TRUE
20040426,EU asks Pak to explain '98 nuke test,FALSE,TRUE
20040427,Names missing; complain Kashmiri Pandits,TRUE,FALSE
20040427,Round 2: More J&K migrants vote in city,TRUE,FALSE
20040428,Pak nationals in voters' list,FALSE,TRUE
20040428,Army ready for J&K summer heat',TRUE,FALSE
20040428,Pakistani army prepares for India strike,FALSE,TRUE
20040428,Pak seeks speed over size; sheds 50K troops,FALSE,TRUE
20040430,Pakistani youth gets new life in Pune,FALSE,TRUE
20040430,Win against Pak is a gift to India',FALSE,TRUE
20040430,Jamali confident India won't block Pak's entry into ARF,FALSE,TRUE
20040430,US trying to get India; Pak to dialogue table,FALSE,TRUE
20040501,Kashmir as a destination figures at tourism meet,TRUE,FALSE
20040501,City hospital gives fresh lease of life to Pak boy,FALSE,TRUE
20040501,Two women injured in J&K blast,TRUE,FALSE
20040501,Three LeT militants killed in J&K,TRUE,FALSE
20040501,Pak takes on presidency of Security Council,FALSE,TRUE
20040502,Sikh jatha from Pak to return,FALSE,TRUE
20040502,Kalam to visit LoC on Monday,TRUE,FALSE
20040503,J&K migrants show poor response,TRUE,FALSE
20040503,Bedi on Pak import list,FALSE,TRUE
20040503,One more Indo-Pak series next year?,FALSE,TRUE
20040503,Pak experience one of the best: Sourav,FALSE,TRUE
20040504,One person injured in Pak bus mishap,FALSE,TRUE
20040504,Pak sounds red alert at its airports,FALSE,TRUE
20040506,J&K Bank net up 20.3 pc in FY04,TRUE,FALSE
20040506,Police nab suspected Pak spy,FALSE,TRUE
20040506,Vajpayee plays Pak card in campaign,FALSE,TRUE
20040506,India; Pak talk ferry link from Mumbai to Karachi,FALSE,TRUE
20040506,Pakistan protests US-led intrusion,FALSE,TRUE
20040507,Pak-Lanka series may be called off,FALSE,TRUE
20040508,Terrorism in J&K disturbing peace process: PM,TRUE,FALSE
20040508,Pota court frees Kashmir separatist,TRUE,FALSE
20040508,Pak not to raise Kashmir at ARF,TRUE,TRUE
20040508,Pak beefs up security after blast in mosque,FALSE,TRUE
20040509,Two militants killed in J&K,TRUE,FALSE
20040509,Delhi clears Pak's entry into Asean forum,FALSE,TRUE
20040509,Pak welcomes Atal's peace talks,FALSE,TRUE
20040509,Musharraf will lose grip over army if he quits as Chief',FALSE,TRUE
20040509,US not to accept India; Pak as N-weapon states: Wolf,FALSE,TRUE
20040510,Ticket scam in Pakistan?,FALSE,TRUE
20040510,In borderlands; Pak talks a big minus,FALSE,TRUE
20040510,Terrorists attack two J&K polling stations,TRUE,FALSE
20040510,India; Pak are de facto N-states',FALSE,TRUE
20040511,Indo-Pak hockey Test series in Sept,FALSE,TRUE
20040512,Pune to host Indo-Pakistan youth meet,FALSE,TRUE
20040512,Four killed in J&K,TRUE,FALSE
20040513,Pak peace process may face BJP sniping,FALSE,TRUE
20040514,Take one for Pak's Big B,FALSE,TRUE
20040514,Split verdict in J&K: Omar; Mehbooba win,TRUE,FALSE
20040514,Cong; NC major beneficiaries in J&K,TRUE,FALSE
20040514,Pak national arrested for kidnapping Indian youth,FALSE,TRUE
20040514,Plight of Sindhis in Pak raised in Congress,FALSE,TRUE
20040515,Pak to take leaf out of 'Team India' book,FALSE,TRUE
20040515,Kashmiri women on the move,TRUE,FALSE
20040515,Pak peace process may face BJP sniping now,FALSE,TRUE
20040515,Pakistani maidens bowl out India,FALSE,TRUE
20040515,Mosque bomber is a police constable: Pak police,FALSE,TRUE
20040515,Kasuri to discuss impact of Indian poll result with US,FALSE,TRUE
20040517,Pak bill on PSGPC hailed,FALSE,TRUE
20040517,Good Indo-Pak relations can't be at Kashmir's cost',TRUE,TRUE
20040517,Indo-Pak rapprochement could improve rights,FALSE,TRUE
20040517,Pak yet to decide on sending troops to Iraq,FALSE,TRUE
20040517,Pakistanis sent to prison for abducting Indians,FALSE,TRUE
20040518,Pak fishermen feared dead in Jakhau clash,FALSE,TRUE
20040519,J&K horticulture suffers 245 cr loss,TRUE,FALSE
20040519,Navy ships intercept Pak boat; 3 killed,FALSE,TRUE
20040519,26 Bangladeshi nationals arrested in J&K,TRUE,FALSE
20040519,3 killed by militants in J&K,TRUE,FALSE
20040519,Pak took 'significant' steps to promote peace: Mush,FALSE,TRUE
20040519,Pak links cloud China's NSG membership,FALSE,TRUE
20040520,Pak Cricket Board earns hefty profit,FALSE,TRUE
20040520,Pak ready for talks with any new Indian regime: Jamali,FALSE,TRUE
20040520,Indo-Pak Balle Balle? Over To Singh Now,FALSE,TRUE
20040521,Pak post-mortem on India series in June,FALSE,TRUE
20040521,Manmohan keen on improving ties with Pak,FALSE,TRUE
20040521,NHRC seeks report from J&K govt on suicides,TRUE,FALSE
20040521,Delhi court sentences Pakistani to death,FALSE,TRUE
20040521,Manmohan's remarks very positive: Pak,FALSE,TRUE
20040522,Yet another Pak beauty crosses the border,FALSE,TRUE
20040522,Musharraf; Jamali review future of Indo-Pak dialogue,FALSE,TRUE
20040522,Singh's remarks on collapse of Berlin wall uncalled for',FALSE,TRUE
20040523,Mayawati dissolves J&K party unit,TRUE,FALSE
20040523,A change for the better; say Pakistanis,FALSE,TRUE
20040523,Indo-Pak talks postponed,FALSE,TRUE
20040523,Venues for Indo-Pak hockey series decided,FALSE,TRUE
20040523,Global reliance on Pak 'emboldened the dictator',FALSE,TRUE
20040523,N Korea supplied uranium to Libya; Pak likely source,FALSE,TRUE
20040524,Sikhs may press Pak for intl gurdwara body,FALSE,TRUE
20040524,PM condemns J&K blast,TRUE,FALSE
20040524,Bad beginning: 33 killed in Kashmir,TRUE,FALSE
20040524,Centre to deal with terrorism in J&K: Patil,TRUE,FALSE
20040524,Seven killed; hideouts busted in J&K,TRUE,FALSE
20040524,Differences with Pak will be ironed out: Natwar,FALSE,TRUE
20040524,We've received positive signals from India: Pak,FALSE,TRUE
20040525,Pakistani smuggler shot dead,FALSE,TRUE
20040525,Stop talking of war with Pak: Manmohan,FALSE,TRUE
20040525,Kashmir blast: BSF chief vows revenge,TRUE,FALSE
20040525,Manmohan open to soft borders with Pak,FALSE,TRUE
20040525,Vohra resigns as interlocutor on Kashmir,TRUE,FALSE
20040525,India; Pakistan ready for battle,FALSE,TRUE
20040526,J&K chews the meat out of weddings,TRUE,FALSE
20040526,J&K governor in firing line,TRUE,FALSE
20040526,Talks with Hurriyat likely in July: Vohra,TRUE,FALSE
20040526,Musharraf invites Sonia to Pak,FALSE,TRUE
20040527,Pak says no to Indian pvt airlines,FALSE,TRUE
20040527,Vohra briefs Patil on Hurriyat,TRUE,FALSE
20040527,Indo-Pak talks schedule to be finalised in June,FALSE,TRUE
20040527,Pak woman among terror suspects,FALSE,TRUE
20040527,US prevented war between India; Pak: Powell,FALSE,TRUE
20040527,US in hot pursuit of Pak lady,FALSE,TRUE
20040527,US stopped Indo-Pak war: Powell,FALSE,TRUE
20040528,Ashmit's Nazar on Pak's Meera,FALSE,TRUE
20040528,J&K welcomes Common Minimum Programme,TRUE,FALSE
20040528,Will Kashmir go the Northern Ireland way?,TRUE,FALSE
20040529,PCB earns &21 mn from India-Pak series,FALSE,TRUE
20040529,Pak talks on basis of Shimla agreement,FALSE,TRUE
20040529,Sonia may visit Pak: Natwar,FALSE,TRUE
20040529,Pak upbeat about peace process with India,FALSE,TRUE
20040529,Pak relaxes restrictions on A Q Khan,FALSE,TRUE
20040530,JKPDF for ceasefire in J&K,TRUE,FALSE
20040530,EU delegates to visit J&K,TRUE,FALSE
20040530,Indian movie Raqeeb to be shot in Pakistan,FALSE,TRUE
20040530,Pak tennis players to play in India,FALSE,TRUE
20040530,Another Pak child cured by Indian doctors,FALSE,TRUE
20040530,Sonia's Pak visit will boost ties',FALSE,TRUE
20040531,A woman reporter in Pak? Forget it ..,FALSE,TRUE
20040531,Pak talks to continue: Patil,FALSE,TRUE
20040531,2 ultras killed in J&K,TRUE,FALSE
20040531,Hot winds blow in Indo-Pak affair,FALSE,TRUE
20040531,Pak urges India to fix early dates for talks,FALSE,TRUE
20040531,Pak allays India's concerns over missile test,FALSE,TRUE
20040531,Words getting in way of Indo-Pak dialogue,FALSE,TRUE
20040531,Blast in Shia mosque: 15 killed,FALSE,TRUE
20040531,Al-Qaida claims reprisal for J&K,TRUE,FALSE
20040601,Patil fails Indo-Pak missile test,FALSE,TRUE
20040601,Dates set for dialogue with Pakistan,FALSE,TRUE
20040601,World heading for abyss: Pervez,FALSE,TRUE
20040602,Pak Randhawa's clan part of Sikh history,FALSE,TRUE
20040602,Hurriyat sets a condition for talks,TRUE,FALSE
20040602,Jaswant slams Natwar on Pak,FALSE,TRUE
20040602,Vohra to remain J&K interlocutor,TRUE,FALSE
20040603,India; Pak pledge to push peace drive ahead,FALSE,TRUE
20040604,Kashmir: Can consensus survive terror?,TRUE,FALSE
20040604,Pak delegation to attend Olympic torch relay,FALSE,TRUE
20040605,Will consensus on Kashmir last?,TRUE,FALSE
20040606,Will the Indo Pak peace process continuebrThe road from Lahore to Delhi is likely to be more bumpy,FALSE,TRUE
20040606,Will the Indo Pak peace process continuebrNatwar Singh brings fresh thinking to a sensitive subject,FALSE,TRUE
20040606,Natwar may visit Pak in July,FALSE,TRUE
20040606,Pak hopes India would observe 'RRR',FALSE,TRUE
20040606,German lessons for Musharraf,FALSE,TRUE
20040607,Punjabi youths in Pakistani jails a dejected lot,FALSE,TRUE
20040607,India: Upcoming Mecca for Pak patients,FALSE,TRUE
20040607,Highest priority to dialogue with Pak: Kalam,FALSE,TRUE
20040607,Talks with Kashmir groups to continue,TRUE,FALSE
20040607,UPA govt upholds J&K autonomy,TRUE,FALSE
20040607,Natwar to attend Saarc meet in Pak,FALSE,TRUE
20040607,Pak ready to talk afresh on pipeline project,FALSE,TRUE
20040607,Pakistani girl operated on,FALSE,TRUE
20040608,Post Pak no change in Balaji,FALSE,TRUE
20040608,Chambal gets arms from Nepal; Pak,FALSE,TRUE
20040608,Pak attaches great importance to relations with India: Kasuri,FALSE,TRUE
20040609,SGPC wants say in Pak gurdwara body affairs,FALSE,TRUE
20040609,Pak actress in cross-border 'shooting',FALSE,TRUE
20040609,Scribes relive drama of Indo Pak series,FALSE,TRUE
20040609,No series with Pak in '04: Dalmiya,FALSE,TRUE
20040610,ICC defers Zimbabwe's Tests against Pak; England,FALSE,TRUE
20040610,Entrance exam centres for Kashmiri pandits,TRUE,FALSE
20040610,Natwar Singh for 'new beginning' in Indo-Pak ties,FALSE,TRUE
20040610,Militants take refuge in J&K shrine,TRUE,FALSE
20040610,Kashmir mosque siege ends,TRUE,FALSE
20040610,10 killed in Karachi attack,FALSE,TRUE
20040611,Four killed in 24-hr J&K standoff,TRUE,FALSE
20040611,Train to Pakistan still Bonds with the best,FALSE,TRUE
20040611,India nukes Pak's K-agenda,FALSE,TRUE
20040611,Pak backs India's Olympic bid,FALSE,TRUE
20040612,J&K talks in July; says govt,TRUE,FALSE
20040612,Mehbooba wants to give Kashmir a voice,TRUE,FALSE
20040612,Major killed in J&K gunbattle,TRUE,FALSE
20040613,LoC paar? Pyaar,TRUE,FALSE
20040613,Was Akhtar a link in Pak nuke nexus?,FALSE,TRUE
20040613,Suicide squad to battle western forces: LeT,FALSE,TRUE
20040614,Terrorists want tourists out of Kashmir,TRUE,FALSE
20040614,Patil is not senior enough to talk on J&K',TRUE,FALSE
20040614,Top al-Qaida man held in Pak,FALSE,TRUE
20040615,Seven children among 10 killed in J&K blast,TRUE,FALSE
20040615,Key to Kashmir issue lies in Indo-Pak talks: Farooq,TRUE,TRUE
20040616,India; Pak to exchange anti-drug intelligence,FALSE,TRUE
20040616,Pak sacks Miandad appoints Woolmer,FALSE,TRUE
20040616,Go soft in J&K; govt tells Army,TRUE,FALSE
20040616,Natwar to meet Pakistani counterpart next week,FALSE,TRUE
20040616,Pakistan helped Osama; Iraq didn't: 9/11 panel,FALSE,TRUE
20040616,Pak yet to decide on granting MFN status to India,FALSE,TRUE
20040616,Natwar to meet Pak counterpart next week,FALSE,TRUE
20040616,Natwar sings feel-good tune on Pak talks,FALSE,TRUE
20040617,Sikh jatha arrives back from Pak,FALSE,TRUE
20040617,Indo-Pak nuke talks a long time coming,FALSE,TRUE
20040617,Bush rewards Pak despite 9/11 link,FALSE,TRUE
20040617,Terrorist with Qaida ties arrested in Pak,FALSE,TRUE
20040618,Pak delegation arrives for CBMs talks,FALSE,TRUE
20040618,Pak team arrives for Nuke talks,FALSE,TRUE
20040619,Vohra meets J&K CM,TRUE,FALSE
20040619,Indo-Pak fusion on nuclear doctrines,FALSE,TRUE
20040619,N' number of glitches in India; Pak N-doctrines,FALSE,TRUE
20040619,Clear cut policy for Pakistan needed: Parthasarathy,FALSE,TRUE
20040619,Pak 'takes out' tribal leader Nek Mohammed,FALSE,TRUE
20040620,Free trip to Kashmir on LTC,TRUE,FALSE
20040620,Too early for Mush to meet Manmohan: Pak,FALSE,TRUE
20040620,India; Pak to ban nuclear tests,FALSE,TRUE
20040620,Militants blow up airport building in Sui,FALSE,TRUE
20040620,Musharraf shows his stripes; won't give up uniform,FALSE,TRUE
20040621,Youthful strides to Indo-Pak peace,FALSE,TRUE
20040621,BSF foils infiltration bid along J&K border,TRUE,FALSE
20040621,Pak's terror ties come to focus in 9/11 inquiry,FALSE,TRUE
20040622,Pak link of 'terrorist' hard to prove for cops,FALSE,TRUE
20040622,Pak prisoner dead,FALSE,TRUE
20040623,India; Pak inch closer to solution on Baglihar,FALSE,TRUE
20040623,Clinton exposes Pak perfidies,FALSE,TRUE
20040624,DiploMan: Key inroads into Pak and China,FALSE,TRUE
20040624,Pak invites Ansari's Hurriyat,TRUE,TRUE
20040624,India; Pak foreign secys meet from June 27,FALSE,TRUE
20040624,Pakistan welcomes Manmohan's statement,FALSE,TRUE
20040624,IMF releases further $252.60-m for Pakistan,FALSE,TRUE
20040625,Mehbooba seeks economic package for J&K,TRUE,FALSE
20040625,DiploMan: Peace with Pak of utmost importance,FALSE,TRUE
20040625,From Pakistan with love,FALSE,TRUE
20040626,Local lad follows war-hero-friend to Kashmir battlefield,TRUE,FALSE
20040626,No LoC in ishq vishq,TRUE,FALSE
20040626,Cooperation possibilities' with Pak on agenda,FALSE,TRUE
20040626,Kidnapped engineer; brother killed in J&K,TRUE,FALSE
20040626,Terror attacks slowing down rail project in J&K,TRUE,FALSE
20040626,Kashmir-to-PoK bus may hit a roadblock,TRUE,TRUE
20040626,India wants a great leap forward on Kashmir,TRUE,FALSE
20040626,India; Pak to discuss bus link in Aug,FALSE,TRUE
20040626,Pakistani opposition leader assassinated,FALSE,TRUE
20040626,Hussain likely to replace Jamali,FALSE,TRUE
20040627,Poonch massacre aimed at derailing Pak peace talks,FALSE,TRUE
20040627,We're sincere about J&K; says Khokhar,TRUE,FALSE
20040627,Terror stalks J&K villagers,TRUE,FALSE
20040627,Talks aim to end Kashmir row,TRUE,FALSE
20040627,First round of Indo-Pak talks end,FALSE,TRUE
20040627,India; Pak talks head for manic Monday,FALSE,TRUE
20040627,Shujaat Hussain will warm seat for Shaukat,FALSE,TRUE
20040628,J&K separatists meet Khokhar,TRUE,FALSE
20040628,Security concerns make IRCON halt work in J&K,TRUE,FALSE
20040628,India; Pak skirt Kashmir; build confidence,TRUE,TRUE
20040628,Pakistan halts India's diesel drive,FALSE,TRUE
20040628,Military CBMs to figure next in Indo-Pak talks,FALSE,TRUE
20040628,Pak boxer out of Olympics after positive drug test,FALSE,TRUE
20040628,India; Pak discuss peace; Kashmir terror,TRUE,TRUE
20040628,India; Pak end Kashmir talks on positive note,TRUE,TRUE
20040628,India; Pak agree to pre-notification of missile tests,FALSE,TRUE
20040628,India; Pak to restore High Commissions' strength,FALSE,TRUE
20040628,Discussions veered around J&K,TRUE,FALSE
20040628,Musharraf invites Manmohan; Sonia; Kalam to Pak,FALSE,TRUE
20040628,Joint statement of Indo-Pak talks,FALSE,TRUE
20040628,What is good for Pak is good for Kashmiris',TRUE,TRUE
20040628,Indo-Pak talks conclude on positive note,FALSE,TRUE
20040628,Oppn parties nominate PPP leader for Pak PM,FALSE,TRUE
20040628,Iraqis threaten to behead Pakistani,FALSE,TRUE
20040629,Pak infiltrators involved in Babri demolition: Kalyan,FALSE,TRUE
20040629,J&K extends Amarnath Yatra by 15 days,TRUE,FALSE
20040629,BJP charge on Indo-Pak talks unwarranted: Cong,FALSE,TRUE
20040629,Cong reacts cautiously to J&K govt's Yatra decision,TRUE,FALSE
20040629,Pakistan trounce India 6-1,FALSE,TRUE
20040629,Mother of Pak hostage pleads for his release,FALSE,TRUE
20040630,16 Pak inmates in Amritsar jail to be deported,FALSE,TRUE
20040630,Kalyan's counsel blames Pak for demolition,FALSE,TRUE
20040630,Sinha finds flaw in Indo-Pak statement,FALSE,TRUE
20040630,LeT den smashed in J&K,TRUE,FALSE
20040630,New ITBP DG takes over; says force to be pulled out of J&K,TRUE,FALSE
20040630,India; Pak need to be flexibile',FALSE,TRUE
20040630,India to participate in Tour-de-Pakistan cycle race,FALSE,TRUE
20040630,Chronology of Pakistan Prime Ministers,FALSE,TRUE
